backend,median,minimum,maximum,generic,threads
cpu,4.74,4.74,4.74,0,7
cpu,4.91,4.91,4.91,1,7
cpu,4.66,4.66,4.66,0,7
cpu,5.04,5.04,5.04,1,7
cpu,4.74,4.74,4.74,0,7
cpu,5.27,5.27,5.27,1,7
cpu,4.94,4.94,4.94,0,7
cpu,4.88,4.88,4.88,1,7
cpu,4.74,4.74,4.74,0,7
cpu,4.86,4.86,4.86,1,7
cpu,4.74,4.74,4.74,0,7
cpu,4.76,4.76,4.76,1,7
cpu,4.73,4.73,4.73,0,7
cpu,4.85,4.85,4.85,1,7
cpu,4.72,4.72,4.72,0,7
cpu,4.95,4.95,4.95,1,7
cpu,4.64,4.64,4.64,0,7
cpu,4.98,4.98,4.98,1,7
cpu,4.64,4.64,4.64,0,7
cpu,4.75,4.75,4.75,1,7
cpu,4.65,4.65,4.65,0,7
cpu,4.96,4.96,4.96,1,7
cpu,4.85,4.85,4.85,0,7
cpu,4.74,4.74,4.74,1,7
cpu,4.69,4.69,4.69,0,7
cpu,4.97,4.97,4.97,1,7
cpu,4.71,4.71,4.71,0,7
cpu,4.97,4.97,4.97,1,7
cpu,4.67,4.67,4.67,0,7
cpu,4.89,4.89,4.89,1,7
cpu,4.77,4.77,4.77,0,7
cpu,4.86,4.86,4.86,1,7
cpu,4.71,4.71,4.71,0,7
cpu,4.82,4.82,4.82,1,7
cpu,4.71,4.71,4.71,0,7
cpu,4.85,4.85,4.85,1,7
cpu,4.64,4.64,4.64,0,7
cpu,4.95,4.95,4.95,1,7
cpu,4.75,4.75,4.75,0,7
cpu,4.89,4.89,4.89,1,7
cpu,4.68,4.68,4.68,0,7
cpu,4.88,4.88,4.88,1,7
cpu,4.68,4.68,4.68,0,7
cpu,4.83,4.83,4.83,1,7
cpu,4.70,4.70,4.70,0,7
cpu,4.86,4.86,4.86,1,7
cpu,5.06,5.06,5.06,0,7
cpu,4.83,4.83,4.83,1,7
cpu,4.71,4.71,4.71,0,7
cpu,4.87,4.87,4.87,1,7
cpu,4.70,4.70,4.70,0,7
cpu,4.92,4.92,4.92,1,7
cpu,4.83,4.83,4.83,0,7
cpu,4.92,4.92,4.92,1,7
cpu,4.55,4.55,4.55,0,7
cpu,4.91,4.91,4.91,1,7
cpu,4.69,4.69,4.69,0,7
cpu,4.76,4.76,4.76,1,7
cpu,4.61,4.61,4.61,0,7
cpu,4.77,4.77,4.77,1,7
cpu,4.85,4.85,4.85,0,7
cpu,4.91,4.91,4.91,1,7
cpu,4.67,4.67,4.67,0,7
cpu,4.97,4.97,4.97,1,7
cpu,4.86,4.86,4.86,0,7
cpu,4.84,4.84,4.84,1,7
cpu,4.58,4.58,4.58,0,7
cpu,4.91,4.91,4.91,1,7
cpu,4.72,4.72,4.72,0,7
cpu,4.81,4.81,4.81,1,7
cpu,4.67,4.67,4.67,0,7
cpu,4.91,4.91,4.91,1,7
cpu,4.71,4.71,4.71,0,7
cpu,4.88,4.88,4.88,1,7
cpu,4.67,4.67,4.67,0,7
cpu,4.85,4.85,4.85,1,7
cpu,4.80,4.80,4.80,0,7
cpu,4.75,4.75,4.75,1,7
cpu,4.58,4.58,4.58,0,7
cpu,4.80,4.80,4.80,1,7
cpu,4.62,4.62,4.62,0,7
cpu,4.85,4.85,4.85,1,7
cpu,4.66,4.66,4.66,0,7
cpu,4.93,4.93,4.93,1,7
cpu,4.67,4.67,4.67,0,7
cpu,4.98,4.98,4.98,1,7
cpu,4.70,4.70,4.70,0,7
cpu,4.92,4.92,4.92,1,7
cpu,4.64,4.64,4.64,0,7
cpu,4.68,4.68,4.68,1,7
cpu,4.66,4.66,4.66,0,7
cpu,4.88,4.88,4.88,1,7
cpu,4.74,4.74,4.74,0,7
cpu,5.00,5.00,5.00,1,7
cpu,4.69,4.69,4.69,0,7
cpu,4.93,4.93,4.93,1,7
cpu,4.68,4.68,4.68,0,7
cpu,4.82,4.82,4.82,1,7
cpu,4.66,4.66,4.66,0,7
cpu,4.93,4.93,4.93,1,7
cpu,4.65,4.65,4.65,0,7
cpu,5.00,5.00,5.00,1,7
cpu,4.72,4.72,4.72,0,7
cpu,4.77,4.77,4.77,1,7
cpu,4.62,4.62,4.62,0,7
cpu,4.87,4.87,4.87,1,7
cpu,4.72,4.72,4.72,0,7
cpu,4.93,4.93,4.93,1,7
cpu,4.60,4.60,4.60,0,7
cpu,4.95,4.95,4.95,1,7
cpu,4.58,4.58,4.58,0,7
cpu,4.96,4.96,4.96,1,7
cpu,4.50,4.50,4.50,0,7
cpu,4.72,4.72,4.72,1,7
cpu,4.63,4.63,4.63,0,7
cpu,4.87,4.87,4.87,1,7
cpu,4.60,4.60,4.60,0,7
cpu,4.79,4.79,4.79,1,7
cpu,4.75,4.75,4.75,0,7
cpu,4.77,4.77,4.77,1,7
cpu,4.80,4.80,4.80,0,7
cpu,4.87,4.87,4.87,1,7
cpu,4.75,4.75,4.75,0,7
cpu,4.85,4.85,4.85,1,7
cpu,4.70,4.70,4.70,0,7
cpu,4.75,4.75,4.75,1,7
cpu,4.72,4.72,4.72,0,7
cpu,4.88,4.88,4.88,1,7
cpu,4.61,4.61,4.61,0,7
cpu,4.87,4.87,4.87,1,7
cpu,4.73,4.73,4.73,0,7
cpu,4.87,4.87,4.87,1,7
cpu,4.72,4.72,4.72,0,7
cpu,4.87,4.87,4.87,1,7
cpu,4.75,4.75,4.75,0,7
cpu,4.88,4.88,4.88,1,7
cpu,4.84,4.84,4.84,0,7
cpu,4.91,4.91,4.91,1,7
cpu,4.71,4.71,4.71,0,7
cpu,4.88,4.88,4.88,1,7
cpu,4.75,4.75,4.75,0,7
cpu,5.03,5.03,5.03,1,7
cpu,4.68,4.68,4.68,0,7
cpu,4.81,4.81,4.81,1,7
cpu,4.65,4.65,4.65,0,7
cpu,4.89,4.89,4.89,1,7
cpu,4.91,4.91,4.91,0,7
cpu,4.75,4.75,4.75,1,7
cpu,4.69,4.69,4.69,0,7
cpu,4.69,4.69,4.69,1,8
cpu,4.66,4.66,4.66,0,8
cpu,4.76,4.76,4.76,1,8
cpu,4.61,4.61,4.61,0,8
cpu,4.79,4.79,4.79,1,8
cpu,4.59,4.59,4.59,0,8
cpu,4.84,4.84,4.84,1,8
cpu,4.58,4.58,4.58,0,8
cpu,4.74,4.74,4.74,1,8
cpu,4.57,4.57,4.57,0,8
cpu,4.75,4.75,4.75,1,8
cpu,4.61,4.61,4.61,0,8
cpu,4.73,4.73,4.73,1,8
cpu,4.62,4.62,4.62,0,8
cpu,4.75,4.75,4.75,1,8
cpu,4.66,4.66,4.66,0,8
cpu,4.69,4.69,4.69,1,8
cpu,4.61,4.61,4.61,0,8
cpu,4.66,4.66,4.66,1,8
cpu,4.67,4.67,4.67,0,8
cpu,4.77,4.77,4.77,1,8
cpu,4.60,4.60,4.60,0,8
cpu,4.76,4.76,4.76,1,8
cpu,4.64,4.64,4.64,0,8
cpu,4.80,4.80,4.80,1,8
cpu,4.77,4.77,4.77,0,8
cpu,4.69,4.69,4.69,1,8
cpu,4.64,4.64,4.64,0,8
cpu,4.72,4.72,4.72,1,8
cpu,4.69,4.69,4.69,0,8
cpu,4.74,4.74,4.74,1,8
cpu,4.69,4.69,4.69,0,8
cpu,4.72,4.72,4.72,1,8
cpu,4.64,4.64,4.64,0,8
cpu,4.67,4.67,4.67,1,8
cpu,4.66,4.66,4.66,0,8
cpu,4.75,4.75,4.75,1,8
cpu,4.84,4.84,4.84,0,8
cpu,4.71,4.71,4.71,1,8
cpu,4.60,4.60,4.60,0,8
cpu,4.71,4.71,4.71,1,8
cpu,4.62,4.62,4.62,0,8
cpu,4.85,4.85,4.85,1,8
cpu,4.59,4.59,4.59,0,8
cpu,4.76,4.76,4.76,1,8
cpu,4.64,4.64,4.64,0,8
cpu,4.99,4.99,4.99,1,8
cpu,4.69,4.69,4.69,0,8
cpu,4.73,4.73,4.73,1,8
cpu,4.64,4.64,4.64,0,8
cpu,4.78,4.78,4.78,1,8
cpu,4.77,4.77,4.77,0,8
cpu,4.66,4.66,4.66,1,8
cpu,4.67,4.67,4.67,0,8
cpu,4.77,4.77,4.77,1,8
cpu,4.95,4.95,4.95,0,8
cpu,4.71,4.71,4.71,1,8
cpu,4.65,4.65,4.65,0,8
cpu,4.72,4.72,4.72,1,8
cpu,4.66,4.66,4.66,0,8
cpu,4.68,4.68,4.68,1,8
cpu,4.67,4.67,4.67,0,8
cpu,4.65,4.65,4.65,1,8
cpu,4.74,4.74,4.74,0,8
cpu,4.75,4.75,4.75,1,8
cpu,4.53,4.53,4.53,0,8
cpu,4.61,4.61,4.61,1,8
cpu,4.65,4.65,4.65,0,8
cpu,4.75,4.75,4.75,1,8
cpu,4.55,4.55,4.55,0,8
cpu,4.76,4.76,4.76,1,8
cpu,4.58,4.58,4.58,0,8
cpu,4.76,4.76,4.76,1,8
cpu,4.67,4.67,4.67,0,8
cpu,4.71,4.71,4.71,1,8
cpu,4.56,4.56,4.56,0,8
cpu,4.77,4.77,4.77,1,8
cpu,4.72,4.72,4.72,0,8
cpu,4.75,4.75,4.75,1,8
cpu,4.69,4.69,4.69,0,8
cpu,4.82,4.82,4.82,1,8
cpu,4.68,4.68,4.68,0,8
cpu,4.70,4.70,4.70,1,8
cpu,4.62,4.62,4.62,0,8
cpu,4.64,4.64,4.64,1,8
cpu,4.66,4.66,4.66,0,8
cpu,4.76,4.76,4.76,1,8
cpu,4.56,4.56,4.56,0,8
cpu,4.84,4.84,4.84,1,8
cpu,4.65,4.65,4.65,0,8
cpu,4.60,4.60,4.60,1,8
cpu,4.56,4.56,4.56,0,8
cpu,4.75,4.75,4.75,1,8
cpu,4.67,4.67,4.67,0,8
cpu,4.86,4.86,4.86,1,8
cpu,4.54,4.54,4.54,0,8
cpu,4.69,4.69,4.69,1,8
cpu,4.58,4.58,4.58,0,8
cpu,4.73,4.73,4.73,1,8
cpu,4.54,4.54,4.54,0,8
cpu,4.65,4.65,4.65,1,8
cpu,4.67,4.67,4.67,0,8
cpu,4.64,4.64,4.64,1,8
cpu,4.48,4.48,4.48,0,8
cpu,4.75,4.75,4.75,1,8
cpu,4.49,4.49,4.49,0,8
cpu,4.62,4.62,4.62,1,8
cpu,4.58,4.58,4.58,0,8
cpu,4.72,4.72,4.72,1,8
cpu,4.88,4.88,4.88,0,8
cpu,4.77,4.77,4.77,1,8
cpu,4.57,4.57,4.57,0,8
cpu,4.62,4.62,4.62,1,8
cpu,4.58,4.58,4.58,0,8
cpu,4.73,4.73,4.73,1,8
cpu,4.65,4.65,4.65,0,8
cpu,4.74,4.74,4.74,1,8
cpu,4.61,4.61,4.61,0,8
cpu,4.62,4.62,4.62,1,8
cpu,4.53,4.53,4.53,0,8
cpu,4.62,4.62,4.62,1,8
cpu,4.59,4.59,4.59,0,8
cpu,4.79,4.79,4.79,1,8
cpu,4.52,4.52,4.52,0,8
cpu,4.65,4.65,4.65,1,8
cpu,4.65,4.65,4.65,0,8
cpu,4.58,4.58,4.58,1,8
cpu,4.56,4.56,4.56,0,8
cpu,4.91,4.91,4.91,1,8
cpu,4.53,4.53,4.53,0,8
cpu,4.63,4.63,4.63,1,8
cpu,4.58,4.58,4.58,0,8
cpu,4.70,4.70,4.70,1,8
cpu,4.51,4.51,4.51,0,8
cpu,4.73,4.73,4.73,1,8
cpu,4.62,4.62,4.62,0,8
cpu,4.71,4.71,4.71,1,8
cpu,4.56,4.56,4.56,0,8
cpu,4.72,4.72,4.72,1,8
cpu,4.62,4.62,4.62,0,8
cpu,4.63,4.63,4.63,1,8
cpu,4.60,4.60,4.60,0,8
cpu,5.08,5.08,5.08,1,8
cpu,4.54,4.54,4.54,0,8
cpu,4.64,4.64,4.64,1,8
cpu,4.56,4.56,4.56,0,8
cpu,4.62,4.62,4.62,1,8
cpu,4.59,4.59,4.59,0,8
cpu,4.75,4.75,4.75,1,8
cpu,4.76,4.76,4.76,0,8
cpu,4.77,4.77,4.77,1,8
cpu,4.62,4.62,4.62,0,8
cpu,4.83,4.83,4.83,1,8
cpu,4.73,4.73,4.73,0,8
cpu,4.73,4.73,4.73,1,8
cpu,4.55,4.55,4.55,0,8
cpu,4.85,4.85,4.85,1,8
cpu,4.55,4.55,4.55,0,8
cpu,4.75,4.75,4.75,1,8
cpu,4.61,4.61,4.61,0,8
cpu,5.06,5.06,5.06,1,8
cpu,4.65,4.65,4.65,0,8
cpu,4.73,4.73,4.73,1,8
cpu,4.61,4.61,4.61,0,8
cpu,4.77,4.77,4.77,1,8
cpu,4.73,4.73,4.73,0,8
cpu,4.80,4.80,4.80,1,8
cpu,4.70,4.70,4.70,0,8
cpu,4.74,4.74,4.74,1,8
cpu,4.55,4.55,4.55,0,8
cpu,4.66,4.66,4.66,1,8
cpu,4.68,4.68,4.68,0,8
cpu,4.64,4.64,4.64,1,8
cpu,4.49,4.49,4.49,0,8
cpu,4.63,4.63,4.63,1,8
cpu,4.47,4.47,4.47,0,8
cpu,4.71,4.71,4.71,1,8
cpu,4.63,4.63,4.63,0,8
cpu,4.76,4.76,4.76,1,8
cpu,4.64,4.64,4.64,0,8
cpu,4.79,4.79,4.79,1,8
cpu,4.59,4.59,4.59,0,8
cpu,4.79,4.79,4.79,1,8
cpu,4.65,4.65,4.65,0,8
cpu,4.83,4.83,4.83,1,8
cpu,4.64,4.64,4.64,0,8
cpu,4.80,4.80,4.80,1,8
cpu,4.64,4.64,4.64,0,8
cpu,4.76,4.76,4.76,1,8
cpu,4.85,4.85,4.85,0,8
cpu,4.73,4.73,4.73,1,8
cpu,4.57,4.57,4.57,0,8
cpu,4.69,4.69,4.69,1,8
cpu,4.63,4.63,4.63,0,8
cpu,4.76,4.76,4.76,1,8
cpu,4.92,4.92,4.92,0,8
cpu,4.82,4.82,4.82,1,8
cpu,4.56,4.56,4.56,0,8
cpu,4.76,4.76,4.76,1,8
cpu,4.59,4.59,4.59,0,8
